year,site_code,survey_date,depth,block,list,transect_1,transect_2,reef_name,lat,long,zone,region,situation,depth_morph,geomorph,Harris_site,report_site,depth_m
2010,GC3,2010-07-04,4.4,1,Crypto_fish,1,1,Mandalbi-Bellaleea,-16.41,139.63,Open,Mornington,Nearshore,Emergent,Fringing,No,Yes,4.4
2010,GC3,2010-07-04,4.4,2,Crypto_fish,1,2,Mandalbi-Bellaleea,-16.41,139.63,Open,Mornington,Nearshore,Emergent,Fringing,No,Yes,4.4
2010,GC3,2010-07-04,5,1,Crypto_fish,2,3,Mandalbi-Bellaleea,-16.41,139.63,Open,Mornington,Nearshore,Emergent,Fringing,No,Yes,5
2010,GC3,2010-07-04,5,2,Crypto_fish,2,4,Mandalbi-Bellaleea,-16.41,139.63,Open,Mornington,Nearshore,Emergent,Fringing,No,Yes,5
2010,GC4,2010-07-04,6.4,1,Crypto_fish,1,1,Mandalbi-outer,-16.39,139.63,Open,Mornington,Nearshore,Emergent,Fringing,No,Yes,6.4
2010,GC4,2010-07-04,6.4,2,Crypto_fish,1,2,Mandalbi-outer,-16.39,139.63,Open,Mornington,Nearshore,Emergent,Fringing,No,Yes,6.4
2010,GC4,2010-07-04,6.8,1,Crypto_fish,2,3,Mandalbi-outer,-16.39,139.63,Open,Mornington,Nearshore,Emergent,Fringing,No,Yes,6.8
2010,GC4,2010-07-04,6.8,2,Crypto_fish,2,4,Mandalbi-outer,-16.39,139.63,Open,Mornington,Nearshore,Emergent,Fringing,No,Yes,6.8
2010,GC6,2010-07-04,3.2,1,Crypto_fish,1,1,Thabugan Reef,-16.38,139.6,Open,Mornington,Nearshore,Emergent,Fringing,No,Yes,3.2
2010,GC6,2010-07-04,3.2,2,Crypto_fish,1,2,Thabugan Reef,-16.38,139.6,Open,Mornington,Nearshore,Emergent,Fringing,No,Yes,3.2
2010,GC6,2010-07-04,5.2,1,Crypto_fish,2,3,Thabugan Reef,-16.38,139.6,Open,Mornington,Nearshore,Emergent,Fringing,No,Yes,5.2
2010,GC6,2010-07-04,5.2,2,Crypto_fish,2,4,Thabugan Reef,-16.38,139.6,Open,Mornington,Nearshore,Emergent,Fringing,No,Yes,5.2
2010,GC5,2010-07-05,2,1,Crypto_fish,1,1,Thabugan Reef South,-16.38,139.6,Open,Mornington,Nearshore,Emergent,Fringing,No,Yes,2
2010,GC5,2010-07-05,2,2,Crypto_fish,1,2,Thabugan Reef South,-16.38,139.6,Open,Mornington,Nearshore,Emergent,Fringing,No,Yes,2
2010,GC5,2010-07-05,2.5,1,Crypto_fish,2,3,Thabugan Reef South,-16.38,139.6,Open,Mornington,Nearshore,Emergent,Fringing,No,Yes,2.5
2010,GC5,2010-07-05,2.5,2,Crypto_fish,2,4,Thabugan Reef South,-16.38,139.6,Open,Mornington,Nearshore,Emergent,Fringing,No,Yes,2.5
2010,GC7,2010-07-05,9,1,Crypto_fish,1,1,Steves Bommie,-16.29,139.42,Open,Southern,Offshore,Submerged,Pinnacle,No,Yes,9
2010,GC7,2010-07-05,9,2,Crypto_fish,1,2,Steves Bommie,-16.29,139.42,Open,Southern,Offshore,Submerged,Pinnacle,No,Yes,9
2010,GC7,2010-07-05,10.2,2,Crypto_fish,2,3,Steves Bommie,-16.29,139.42,Open,Southern,Offshore,Submerged,Pinnacle,No,Yes,10.2
2010,GC9,2010-07-05,5.5,1,Crypto_fish,1,1,Manowar Island,-16.23,139.25,Open,Southern,Offshore,Emergent,Fringing,No,Yes,5.5
2010,GC9,2010-07-05,5.5,2,Crypto_fish,1,2,Manowar Island,-16.23,139.25,Open,Southern,Offshore,Emergent,Fringing,No,Yes,5.5
2010,GC9,2010-07-05,6,1,Crypto_fish,2,3,Manowar Island,-16.23,139.25,Open,Southern,Offshore,Emergent,Fringing,No,Yes,6
2010,GC9,2010-07-05,6,2,Crypto_fish,2,4,Manowar Island,-16.23,139.25,Open,Southern,Offshore,Emergent,Fringing,No,Yes,6
2019,NT30,2019-01-20,9,1,Crypto_fish,1,1,Arnhem CMR Gadgets Reef North West,-11.283,133.8,Open,Outer-shoals,Offshore,Submerged,Shoal,No,No,9
2019,NT30,2019-01-20,9,2,Crypto_fish,1,2,Arnhem CMR Gadgets Reef North West,-11.283,133.8,Open,Outer-shoals,Offshore,Submerged,Shoal,No,No,9
2019,NT30,2019-01-20,9.5,1,Crypto_fish,2,3,Arnhem CMR Gadgets Reef North West,-11.283,133.8,Open,Outer-shoals,Offshore,Submerged,Shoal,No,No,9.5
2019,NT30,2019-01-20,9.5,2,Crypto_fish,2,4,Arnhem CMR Gadgets Reef North West,-11.283,133.8,Open,Outer-shoals,Offshore,Submerged,Shoal,No,No,9.5
2019,NT34,2019-01-22,13,1,Crypto_fish,1,1,Paxie Shoal West,-11.45,134.133,Open,Outer-shoals,Offshore,Submerged,Shoal,No,No,13
2019,NT34,2019-01-22,13,2,Crypto_fish,1,2,Paxie Shoal West,-11.45,134.133,Open,Outer-shoals,Offshore,Submerged,Shoal,No,No,13
2019,NT31,2019-01-21,13,1,Crypto_fish,1,1,Arnhem CMR Gadgets Reef West,-11.3,133.8,Open,Outer-shoals,Offshore,Submerged,Shoal,No,No,13
2019,NT31,2019-01-21,13,2,Crypto_fish,1,2,Arnhem CMR Gadgets Reef West,-11.3,133.8,Open,Outer-shoals,Offshore,Submerged,Shoal,No,No,13
2020,GC14,2020-11-01,17,1,Crypto_fish,2,1,Carpentaria Shoal,-10.74,141.06,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,17
2020,GC14,2020-11-01,17,2,Crypto_fish,2,2,Carpentaria Shoal,-10.74,141.06,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,17
2020,GC14,2020-11-01,16.5,1,Crypto_fish,1,3,Carpentaria Shoal,-10.74,141.06,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,16.5
2020,GC14,2020-11-01,16.5,2,Crypto_fish,1,4,Carpentaria Shoal,-10.74,141.06,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,16.5
2020,GC16,2020-11-01,11,1,Crypto_fish,1,1,Merkara Shoal SW,-10.502,141.228,Open,Northeast,Offshore,Submerged,Shoal,No,No,11
2020,GC16,2020-11-01,11,2,Crypto_fish,1,2,Merkara Shoal SW,-10.502,141.228,Open,Northeast,Offshore,Submerged,Shoal,No,No,11
2020,GC16,2020-11-01,11.5,1,Crypto_fish,2,3,Merkara Shoal SW,-10.502,141.228,Open,Northeast,Offshore,Submerged,Shoal,No,No,11.5
2020,GC16,2020-11-01,11.5,2,Crypto_fish,2,4,Merkara Shoal SW,-10.502,141.228,Open,Northeast,Offshore,Submerged,Shoal,No,No,11.5
2020,GC17,2020-11-01,13,1,Crypto_fish,2,1,Merkara Shoal N,-10.5,141.23,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,13
2020,GC17,2020-11-01,13,2,Crypto_fish,2,2,Merkara Shoal N,-10.5,141.23,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,13
2020,GC17,2020-11-01,12.5,1,Crypto_fish,1,3,Merkara Shoal N,-10.5,141.23,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,12.5
2020,GC17,2020-11-01,12.5,2,Crypto_fish,1,4,Merkara Shoal N,-10.5,141.23,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,12.5
2020,TS2,2020-10-31,5,1,Crypto_fish,1,1,Booby Island SW,-10.61,141.91,Open,Northeast,Offshore,Emergent,Fringing,No,Yes,5
2020,TS2,2020-10-31,5,2,Crypto_fish,1,2,Booby Island SW,-10.61,141.91,Open,Northeast,Offshore,Emergent,Fringing,No,Yes,5
2020,TS2,2020-10-31,5.5,1,Crypto_fish,2,3,Booby Island SW,-10.61,141.91,Open,Northeast,Offshore,Emergent,Fringing,No,Yes,5.5
2020,TS2,2020-10-31,5.5,2,Crypto_fish,2,4,Booby Island SW,-10.61,141.91,Open,Northeast,Offshore,Emergent,Fringing,No,Yes,5.5
2020,TS28,2020-10-31,4.5,1,Crypto_fish,2,1,Booby Island Bommie,-10.603,141.907,Open,Northeast,Offshore,Emergent,Fringing,No,No,4.5
2020,TS28,2020-10-31,4.5,2,Crypto_fish,2,2,Booby Island Bommie,-10.603,141.907,Open,Northeast,Offshore,Emergent,Fringing,No,No,4.5
2020,TS28,2020-10-31,4,1,Crypto_fish,1,3,Booby Island Bommie,-10.603,141.907,Open,Northeast,Offshore,Emergent,Fringing,No,No,4
2020,TS3,2020-10-31,6,1,Crypto_fish,2,1,Booby Island NW,-10.603,141.909,Open,Northeast,Offshore,Emergent,Fringing,No,No,6
2020,TS3,2020-10-31,6,2,Crypto_fish,2,2,Booby Island NW,-10.603,141.909,Open,Northeast,Offshore,Emergent,Fringing,No,No,6
2020,TS3,2020-10-31,5,1,Crypto_fish,1,3,Booby Island NW,-10.603,141.909,Open,Northeast,Offshore,Emergent,Fringing,No,No,5
2020,TS3,2020-10-31,5,2,Crypto_fish,1,4,Booby Island NW,-10.603,141.909,Open,Northeast,Offshore,Emergent,Fringing,No,No,5
2021,NT53,2021-11-05,4,1,Crypto_fish,1,1,Dudley Island,-12.881,136.726,Open,Western,Nearshore,Emergent,Fringing,No,No,4
2021,NT53,2021-11-05,4,2,Crypto_fish,1,2,Dudley Island,-12.881,136.726,Open,Western,Nearshore,Emergent,Fringing,No,No,4
2021,NT52,2021-11-05,5,1,Crypto_fish,2,1,Dudley Island SE,-12.89,136.73,Open,Western,Nearshore,Emergent,Fringing,No,Yes,5
2021,NT52,2021-11-05,5,2,Crypto_fish,2,2,Dudley Island SE,-12.89,136.73,Open,Western,Nearshore,Emergent,Fringing,No,Yes,5
2021,NT53,2021-11-05,4.5,1,Crypto_fish,2,3,Dudley Island,-12.881,136.726,Open,Western,Nearshore,Emergent,Fringing,No,No,4.5
2021,NT53,2021-11-05,4.5,2,Crypto_fish,2,4,Dudley Island,-12.881,136.726,Open,Western,Nearshore,Emergent,Fringing,No,No,4.5
2021,GC14,2021-11-09,17,1,Crypto_fish,1,1,Carpentaria Shoal,-10.74,141.06,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,17
2021,GC14,2021-11-09,17,2,Crypto_fish,1,2,Carpentaria Shoal,-10.74,141.06,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,17
2021,NT49,2021-11-04,8.5,1,Crypto_fish,2,1,Bonner Rocks NE,-12.06,136.61,Open,Northwest,Nearshore,Emergent,Shoal,No,Yes,8.5
2021,NT49,2021-11-04,8.5,2,Crypto_fish,2,2,Bonner Rocks NE,-12.06,136.61,Open,Northwest,Nearshore,Emergent,Shoal,No,Yes,8.5
2021,GC18,2021-11-09,17.5,1,Crypto_fish,1,1,Carpentaria Shoal West,-10.744,141.05,Open,Northeast,Offshore,Submerged,Shoal,No,No,17.5
2021,GC18,2021-11-09,17.5,2,Crypto_fish,1,2,Carpentaria Shoal West,-10.744,141.05,Open,Northeast,Offshore,Submerged,Shoal,No,No,17.5
2021,NT54,2021-11-05,5,1,Crypto_fish,2,1,Dudley Rock,-12.884,136.712,Open,Western,Offshore,Emergent,Shoal,No,No,5
2021,NT54,2021-11-05,5,2,Crypto_fish,2,2,Dudley Rock,-12.884,136.712,Open,Western,Offshore,Emergent,Shoal,No,No,5
2021,NT49,2021-11-04,6.5,1,Crypto_fish,1,3,Bonner Rocks NE,-12.06,136.61,Open,Northwest,Nearshore,Emergent,Shoal,No,Yes,6.5
2021,NT49,2021-11-04,6.5,2,Crypto_fish,1,4,Bonner Rocks NE,-12.06,136.61,Open,Northwest,Nearshore,Emergent,Shoal,No,Yes,6.5
2021,NT52,2021-11-05,4.5,1,Crypto_fish,1,3,Dudley Island SE,-12.89,136.73,Open,Western,Nearshore,Emergent,Fringing,No,Yes,4.5
2021,NT52,2021-11-05,4.5,2,Crypto_fish,1,4,Dudley Island SE,-12.89,136.73,Open,Western,Nearshore,Emergent,Fringing,No,Yes,4.5
2021,GC17,2021-11-09,17,1,Crypto_fish,2,1,Merkara Shoal N,-10.5,141.23,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,17
2021,GC17,2021-11-09,17,2,Crypto_fish,2,2,Merkara Shoal N,-10.5,141.23,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,17
2021,GC17,2021-11-09,14,2,Crypto_fish,1,3,Merkara Shoal N,-10.5,141.23,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,14
2021,TS2,2021-11-10,6,1,Crypto_fish,2,1,Booby Island SW,-10.61,141.91,Open,Northeast,Offshore,Emergent,Fringing,No,Yes,6
2021,TS2,2021-11-10,6,2,Crypto_fish,2,2,Booby Island SW,-10.61,141.91,Open,Northeast,Offshore,Emergent,Fringing,No,Yes,6
2021,TS2,2021-11-10,5,1,Crypto_fish,1,3,Booby Island SW,-10.61,141.91,Open,Northeast,Offshore,Emergent,Fringing,No,Yes,5
2021,TS2,2021-11-10,5,2,Crypto_fish,1,4,Booby Island SW,-10.61,141.91,Open,Northeast,Offshore,Emergent,Fringing,No,Yes,5
2021,GC14,2021-11-09,17.5,1,Crypto_fish,2,3,Carpentaria Shoal,-10.74,141.06,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,17.5
2021,GC14,2021-11-09,17.5,2,Crypto_fish,2,4,Carpentaria Shoal,-10.74,141.06,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,17.5
2021,NT30,2021-10-31,9,1,Crypto_fish,2,1,Arnhem CMR Gadgets Reef North West,-11.283,133.8,Open,Outer-shoals,Offshore,Submerged,Shoal,No,No,9
2021,NT30,2021-10-31,9,2,Crypto_fish,2,2,Arnhem CMR Gadgets Reef North West,-11.283,133.8,Open,Outer-shoals,Offshore,Submerged,Shoal,No,No,9
2021,NT50,2021-11-04,5,1,Crypto_fish,2,1,Bonner Rocks NW,-12.06,136.611,Open,Northwest,Nearshore,Emergent,Shoal,No,No,5
2021,NT50,2021-11-04,5,2,Crypto_fish,2,2,Bonner Rocks NW,-12.06,136.611,Open,Northwest,Nearshore,Emergent,Shoal,No,No,5
2021,NT54,2021-11-05,4.5,1,Crypto_fish,1,3,Dudley Rock,-12.884,136.712,Open,Western,Offshore,Emergent,Shoal,No,No,4.5
2021,NT54,2021-11-05,4.5,2,Crypto_fish,1,4,Dudley Rock,-12.884,136.712,Open,Western,Offshore,Emergent,Shoal,No,No,4.5
2021,NT30,2021-10-31,8.5,1,Crypto_fish,1,3,Arnhem CMR Gadgets Reef North West,-11.283,133.8,Open,Outer-shoals,Offshore,Submerged,Shoal,No,No,8.5
2021,NT30,2021-10-31,8.5,2,Crypto_fish,1,4,Arnhem CMR Gadgets Reef North West,-11.283,133.8,Open,Outer-shoals,Offshore,Submerged,Shoal,No,No,8.5
2021,NT63,2021-11-01,9.5,1,Crypto_fish,1,1,Arafura Shoal,-11.23,134.75,Open,Outer-shoals,Offshore,Submerged,Shoal,R8,Yes,9.5
2021,NT63,2021-11-01,9.5,2,Crypto_fish,1,2,Arafura Shoal,-11.23,134.75,Open,Outer-shoals,Offshore,Submerged,Shoal,R8,Yes,9.5
2021,NT50,2021-11-04,4.5,1,Crypto_fish,1,3,Bonner Rocks NW,-12.06,136.611,Open,Northwest,Nearshore,Emergent,Shoal,No,No,4.5
2021,NT50,2021-11-04,4.5,2,Crypto_fish,1,4,Bonner Rocks NW,-12.06,136.611,Open,Northwest,Nearshore,Emergent,Shoal,No,No,4.5
2021,TS3,2021-11-10,4.5,1,Crypto_fish,1,1,Booby Island NW,-10.603,141.909,Open,Northeast,Offshore,Emergent,Fringing,No,No,4.5
2021,NT35,2021-09-04,2.5,1,Crypto_fish,1,1,Warrnga Reef,-11.94,135.6,Open,Wessel,Nearshore,Emergent,Fringing,No,Yes,2.5
2021,NT35,2021-09-04,2.5,2,Crypto_fish,1,2,Warrnga Reef,-11.94,135.6,Open,Wessel,Nearshore,Emergent,Fringing,No,Yes,2.5
2021,NT40,2021-09-02,17,1,Crypto_fish,1,1,Truant Bank SW,-11.65,136.91,Open,Wessel,Offshore,Submerged,Shoal,No,Yes,17
2021,NT40,2021-09-02,17,2,Crypto_fish,1,2,Truant Bank SW,-11.65,136.91,Open,Wessel,Offshore,Submerged,Shoal,No,Yes,17
2021,NT38,2021-09-03,4,1,Crypto_fish,1,1,Truant Island N,-11.66,136.83,Open,Wessel,Offshore,Emergent,Fringing,No,Yes,4
2021,NT38,2021-09-03,4,2,Crypto_fish,1,2,Truant Island N,-11.66,136.83,Open,Wessel,Offshore,Emergent,Fringing,No,Yes,4
2021,NT38,2021-09-03,5,1,Crypto_fish,2,3,Truant Island N,-11.66,136.83,Open,Wessel,Offshore,Emergent,Fringing,No,Yes,5
2021,NT38,2021-09-03,5,2,Crypto_fish,2,4,Truant Island N,-11.66,136.83,Open,Wessel,Offshore,Emergent,Fringing,No,Yes,5
2021,NT33,2021-09-05,13,1,Crypto_fish,1,1,Paxie Shoal North West,-11.433,134.133,Open,Outer-shoals,Offshore,Submerged,Shoal,No,No,13
2021,NT33,2021-09-05,13,2,Crypto_fish,1,2,Paxie Shoal North West,-11.433,134.133,Open,Outer-shoals,Offshore,Submerged,Shoal,No,No,13
2021,NT34,2021-09-05,16,1,Crypto_fish,1,1,Paxie Shoal West,-11.45,134.133,Open,Outer-shoals,Offshore,Submerged,Shoal,No,No,16
2021,NT34,2021-09-05,16,2,Crypto_fish,1,2,Paxie Shoal West,-11.45,134.133,Open,Outer-shoals,Offshore,Submerged,Shoal,No,No,16
2021,NT31,2021-09-05,13,1,Crypto_fish,1,1,Arnhem CMR Gadgets Reef West,-11.3,133.8,Open,Outer-shoals,Offshore,Submerged,Shoal,No,No,13
2021,NT31,2021-09-05,13,2,Crypto_fish,1,2,Arnhem CMR Gadgets Reef West,-11.3,133.8,Open,Outer-shoals,Offshore,Submerged,Shoal,No,No,13
2021,NT41,2021-09-02,13,1,Crypto_fish,1,1,Truant Bank SE,-11.63,136.93,Open,Wessel,Offshore,Submerged,Shoal,No,Yes,13
2021,NT41,2021-09-02,13,2,Crypto_fish,1,2,Truant Bank SE,-11.63,136.93,Open,Wessel,Offshore,Submerged,Shoal,No,Yes,13
2021,NT35,2021-09-04,3,1,Crypto_fish,2,3,Warrnga Reef,-11.94,135.6,Open,Wessel,Nearshore,Emergent,Fringing,No,Yes,3
2021,NT35,2021-09-04,3,2,Crypto_fish,2,4,Warrnga Reef,-11.94,135.6,Open,Wessel,Nearshore,Emergent,Fringing,No,Yes,3
2015,GC15,2015-11-22,7,2,Inverts,2,1,Proudfoot Shoal,-10.53,141.47,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,7
2015,GC15,2015-11-22,6,2,Inverts,1,2,Proudfoot Shoal,-10.53,141.47,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,6
2013,NT102,2013-08-10,4.3,1,Inverts,3,1,Burston Bay,-11.222,136.685,Open,Wessel,Nearshore,Emergent,Fringing,No,No,4.3
2013,NT102,2013-08-10,4.3,2,Inverts,3,2,Burston Bay,-11.222,136.685,Open,Wessel,Nearshore,Emergent,Fringing,No,No,4.3
2013,NT102,2013-08-10,3.5,1,Inverts,2,3,Burston Bay,-11.222,136.685,Open,Wessel,Nearshore,Emergent,Fringing,No,No,3.5
2013,NT102,2013-08-10,3.5,2,Inverts,2,4,Burston Bay,-11.222,136.685,Open,Wessel,Nearshore,Emergent,Fringing,No,No,3.5
2013,NT102,2013-08-10,3,1,Inverts,1,5,Burston Bay,-11.222,136.685,Open,Wessel,Nearshore,Emergent,Fringing,No,No,3
2013,NT102,2013-08-10,3,2,Inverts,1,6,Burston Bay,-11.222,136.685,Open,Wessel,Nearshore,Emergent,Fringing,No,No,3
2013,NT103,2013-08-10,6,1,Inverts,3,1,Norruum Islet,-11.23,136.69,Open,Wessel,Nearshore,Emergent,Fringing,No,Yes,6
2013,NT103,2013-08-10,6,2,Inverts,3,2,Norruum Islet,-11.23,136.69,Open,Wessel,Nearshore,Emergent,Fringing,No,Yes,6
2013,NT103,2013-08-10,4,1,Inverts,2,3,Norruum Islet,-11.23,136.69,Open,Wessel,Nearshore,Emergent,Fringing,No,Yes,4
2013,NT103,2013-08-10,4,2,Inverts,2,4,Norruum Islet,-11.23,136.69,Open,Wessel,Nearshore,Emergent,Fringing,No,Yes,4
2013,NT103,2013-08-10,3.5,1,Inverts,1,5,Norruum Islet,-11.23,136.69,Open,Wessel,Nearshore,Emergent,Fringing,No,Yes,3.5
2013,NT103,2013-08-10,3.5,2,Inverts,1,6,Norruum Islet,-11.23,136.69,Open,Wessel,Nearshore,Emergent,Fringing,No,Yes,3.5
2021,NT63,2021-11-01,9.5,1,Inverts,1,1,Arafura Shoal,-11.23,134.75,Open,Outer-shoals,Offshore,Submerged,Shoal,R8,Yes,9.5
2021,NT63,2021-11-01,9.5,2,Inverts,1,2,Arafura Shoal,-11.23,134.75,Open,Outer-shoals,Offshore,Submerged,Shoal,R8,Yes,9.5
2015,GC14,2015-11-23,17,1,Inverts,1,1,Carpentaria Shoal,-10.74,141.06,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,17
2015,GC14,2015-11-23,17,2,Inverts,1,2,Carpentaria Shoal,-10.74,141.06,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,17
2015,GC14,2015-11-23,17.5,1,Inverts,2,3,Carpentaria Shoal,-10.74,141.06,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,17.5
2015,GC14,2015-11-23,17.5,2,Inverts,2,4,Carpentaria Shoal,-10.74,141.06,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,17.5
2020,GC14,2020-11-01,17,1,Inverts,2,1,Carpentaria Shoal,-10.74,141.06,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,17
2020,GC14,2020-11-01,17,2,Inverts,2,2,Carpentaria Shoal,-10.74,141.06,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,17
2020,GC14,2020-11-01,16.5,1,Inverts,1,3,Carpentaria Shoal,-10.74,141.06,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,16.5
2021,GC14,2021-11-09,17,1,Inverts,1,1,Carpentaria Shoal,-10.74,141.06,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,17
2021,GC18,2021-11-09,17.5,1,Inverts,1,1,Carpentaria Shoal West,-10.744,141.05,Open,Northeast,Offshore,Submerged,Shoal,No,No,17.5
2021,GC14,2021-11-09,17.5,1,Inverts,2,2,Carpentaria Shoal,-10.74,141.06,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,17.5
2021,GC14,2021-11-09,17.5,2,Inverts,2,3,Carpentaria Shoal,-10.74,141.06,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,17.5
2013,TS1,2013-08-05,2.3,1,Inverts,1,1,Booby Island,-10.606,141.916,Open,Northeast,Offshore,Emergent,Fringing,No,No,2.3
2013,TS1,2013-08-05,2.3,2,Inverts,1,2,Booby Island,-10.606,141.916,Open,Northeast,Offshore,Emergent,Fringing,No,No,2.3
2013,TS1,2013-08-05,4,1,Inverts,3,3,Booby Island,-10.606,141.916,Open,Northeast,Offshore,Emergent,Fringing,No,No,4
2013,TS1,2013-08-05,4,2,Inverts,3,4,Booby Island,-10.606,141.916,Open,Northeast,Offshore,Emergent,Fringing,No,No,4
2013,TS1,2013-08-05,2.5,1,Inverts,2,5,Booby Island,-10.606,141.916,Open,Northeast,Offshore,Emergent,Fringing,No,No,2.5
2013,TS1,2013-08-05,2.5,2,Inverts,2,6,Booby Island,-10.606,141.916,Open,Northeast,Offshore,Emergent,Fringing,No,No,2.5
2015,TS2,2015-11-20,5,1,Inverts,1,1,Booby Island SW,-10.61,141.91,Open,Northeast,Offshore,Emergent,Fringing,No,Yes,5
2015,TS3,2015-12-20,4,2,Inverts,1,1,Booby Island NW,-10.603,141.909,Open,Northeast,Offshore,Emergent,Fringing,No,No,4
2015,TS3,2015-12-20,4,1,Inverts,1,2,Booby Island NW,-10.603,141.909,Open,Northeast,Offshore,Emergent,Fringing,No,No,4
2015,TS3,2015-12-20,5,2,Inverts,2,3,Booby Island NW,-10.603,141.909,Open,Northeast,Offshore,Emergent,Fringing,No,No,5
2020,TS2,2020-10-31,5,1,Inverts,1,1,Booby Island SW,-10.61,141.91,Open,Northeast,Offshore,Emergent,Fringing,No,Yes,5
2020,TS28,2020-10-31,4.5,1,Inverts,2,1,Booby Island Bommie,-10.603,141.907,Open,Northeast,Offshore,Emergent,Fringing,No,No,4.5
2020,TS28,2020-10-31,4,2,Inverts,1,2,Booby Island Bommie,-10.603,141.907,Open,Northeast,Offshore,Emergent,Fringing,No,No,4
2020,TS3,2020-10-31,6,1,Inverts,2,1,Booby Island NW,-10.603,141.909,Open,Northeast,Offshore,Emergent,Fringing,No,No,6
2020,TS3,2020-10-31,6,2,Inverts,2,2,Booby Island NW,-10.603,141.909,Open,Northeast,Offshore,Emergent,Fringing,No,No,6
2020,TS3,2020-10-31,5,1,Inverts,1,3,Booby Island NW,-10.603,141.909,Open,Northeast,Offshore,Emergent,Fringing,No,No,5
2020,TS3,2020-10-31,5,2,Inverts,1,4,Booby Island NW,-10.603,141.909,Open,Northeast,Offshore,Emergent,Fringing,No,No,5
2021,TS2,2021-11-10,6,2,Inverts,2,1,Booby Island SW,-10.61,141.91,Open,Northeast,Offshore,Emergent,Fringing,No,Yes,6
2021,TS3,2021-11-10,5,1,Inverts,2,1,Booby Island NW,-10.603,141.909,Open,Northeast,Offshore,Emergent,Fringing,No,No,5
2021,TS3,2021-11-10,5,2,Inverts,2,2,Booby Island NW,-10.603,141.909,Open,Northeast,Offshore,Emergent,Fringing,No,No,5
2021,TS2,2021-11-10,5,1,Inverts,1,2,Booby Island SW,-10.61,141.91,Open,Northeast,Offshore,Emergent,Fringing,No,Yes,5
2021,TS2,2021-11-10,5,2,Inverts,1,3,Booby Island SW,-10.61,141.91,Open,Northeast,Offshore,Emergent,Fringing,No,Yes,5
2021,TS3,2021-11-10,4.5,1,Inverts,1,3,Booby Island NW,-10.603,141.909,Open,Northeast,Offshore,Emergent,Fringing,No,No,4.5
2021,TS3,2021-11-10,4.5,2,Inverts,1,4,Booby Island NW,-10.603,141.909,Open,Northeast,Offshore,Emergent,Fringing,No,No,4.5
2015,GC17,2015-11-22,13,1,Inverts,2,1,Merkara Shoal N,-10.5,141.23,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,13
2015,GC17,2015-11-22,13,2,Inverts,2,2,Merkara Shoal N,-10.5,141.23,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,13
2015,GC17,2015-11-22,12.5,1,Inverts,1,3,Merkara Shoal N,-10.5,141.23,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,12.5
2015,GC17,2015-11-22,12.5,2,Inverts,1,4,Merkara Shoal N,-10.5,141.23,Open,Northeast,Offshore,Submerged,Shoal,No,Yes,12.5
2015,GC16,2015-11-22,12,1,Inverts,1,1,Merkara Shoal SW,-10.502,141.228,Open,Northeast,Offshore,Submerged,Shoal,No,No,12
2015,GC16,2015-11-22,12,2,Inverts,1,2,Merkara Shoal SW,-10.502,141.228,Open,Northeast,Offshore,Submerged,Shoal,No,No,12
2015,GC16,2015-11-22,13,1,Inverts,2,3,Merkara Shoal SW,-10.502,141.228,Open,Northeast,Offshore,Submerged,Shoal,No,No,13
2015,GC16,2015-11-22,13,2,Inverts,2,4,Merkara Shoal SW,-10.502,141.228,Open,Northeast,Offshore,Submerged,Shoal,No,No,13
2020,GC16,2020-11-01,11,1,Inverts,1,1,Merkara Shoal SW,-10.502,141.228,Open,Northeast,Offshore,Submerged,Shoal,No,No,11
2020,GC16,2020-11-01,11,2,Inverts,1,2,Merkara Shoal SW,-10.502,141.228,Open,Northeast,Offshore,Submerged,Shoal,No,No,11
